timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-13T02:27:28,codecarbon,f4269fa7-1502-4d1b-b1c1-1c85a23f4c55,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.854726599995047,3.4458408403389016e-05,1.5077147500594684e-06,13.559775211564286,0.0,10.0,8.446536730549585e-05,0.0,6.056831861173527e-05,0.0001450336859172,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,45.0,0,91.42,14.46247673034668,N,1.0,0.0
2026-04-13T02:28:00,codecarbon,9fca5be0-9786-42f8-b061-4bda5abc48e5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.38807799993083,3.3812207978380646e-05,1.5102773886389497e-06,13.606735054071429,0.0,10.0,8.330140374153346e-05,0.0,5.901245749943579e-05,0.0001423138612409,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,45.0,0,91.155,14.419965744018556,N,1.0,0.0
2026-04-13T02:28:33,codecarbon,d8ef2f02-3053-4d47-aede-625d33336712,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.663847600109875,3.43168561031942e-05,1.5141672635950762e-06,13.752576544907145,0.0,10.0,8.453002338435061e-05,0.0,5.990787611097201e-05,0.0001444378994953,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,60.0,0,91.42,14.462915802001952,N,1.0,0.0
2026-04-13T02:29:00,codecarbon,11a0de16-a12a-4b56-833d-28828ce76b4b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.538603800116107,3.407236340090167e-05,1.511733544059466e-06,13.661095918907144,0.0,10.0,8.37419021639068e-05,0.0,5.96669400000893e-05,0.0001434088421639,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,60.0,0,91.725,14.51080493927002,N,1.0,0.0
2026-04-13T02:29:32,codecarbon,c3b66127-7fc4-46d1-aaae-b5f2ca09f2db,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.474907099967822,3.403468994202038e-05,1.5143417407971891e-06,13.584756161592855,0.0,10.0,8.373930343857264e-05,0.0,5.9510973055795245e-05,0.0001432502764943,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,50.0,0,91.765,14.514106178283692,N,1.0,0.0
2026-04-13T02:30:05,codecarbon,94bc14a5-441b-4ff8-b448-41abc5c7f8df,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.65245129982941,3.439386777706534e-05,1.518328737222552e-06,13.697158288521432,0.0,10.0,8.477135576432627e-05,0.0,5.999068194392344e-05,0.0001447620377082,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,70.0,0,91.825,14.526123237609864,N,1.0,0.0
2026-04-13T02:30:32,codecarbon,f1d8ce6d-a79d-4ba5-b5d0-b01859b12723,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.48896889993921,3.373126677671724e-05,1.4999027713008407e-06,13.337209379464287,0.0,10.0,8.255745940095879e-05,0.0,5.941572444474635e-05,0.0001419731838457,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,60.0,0,91.77,14.51501522064209,N,1.0,0.0
2026-04-13T02:31:05,codecarbon,9e901627-15d7-4600-b81f-3f1b08b309f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.86625809990801,3.4550745808946976e-05,1.510992557592358e-06,13.6231526328,0.0,10.0,8.473845129901988e-05,0.0,6.0683878055230414e-05,0.0001454223293542,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,55.0,0,91.755,14.516505241394045,N,1.0,0.0
2026-04-13T02:31:40,codecarbon,3e7e60e5-d5ca-4d6a-a5a3-b8ec06c1a53a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24.166003699880093,3.6643339598854105e-05,1.5163177186402537e-06,13.546686863999998,0.0,10.0,8.9995471979866e-05,0.0,6.423447805508557e-05,0.0001542299500349,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,54.54545454545455,0,92.98181818181818,14.705968856811523,N,1.0,0.0
2026-04-13T02:32:10,codecarbon,a2780fea-dca3-4e5c-9c0d-8f74ace95728,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24.695657700067382,3.757470944256447e-05,1.5215107813250078e-06,14.0455390551,0.0,10.0,9.297379521452892e-05,0.0,6.517624305561185e-05,0.0001581500382701,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,50.0,0,92.8,14.67814116044478,N,1.0,0.0
2026-04-13T02:32:42,codecarbon,8b130c41-54f0-44a4-b342-e73e5d4b10e9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.66941400012001,3.4533939623901184e-05,1.523371518280903e-06,13.799202397928571,0.0,10.0,8.530685297728052e-05,0.0,6.004474000009294e-05,0.0001453515929773,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,55.0,0,93.025,14.713654708862304,N,1.0,0.0
2026-04-13T02:33:18,codecarbon,183b12ac-6e47-44fb-b808-91ff12942bc1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,25.75023500015959,3.937846466449537e-05,1.5292468074272455e-06,14.0306034885,0.0,10.0,9.72259493510429e-05,0.0,6.851600277845541e-05,0.0001657419521294983,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26100-SP0,3.12.4,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,0.0715,51.5564,15.818809509277344,machine,52.17391304347826,0,92.52608695652174,14.639380911122197,N,1.0,0.0
